api,og_code,district,county,county_no,ofcu_well_priority,operator_name,operator_no,lease_name,lease_no,well_no,field_name,field_no,sfp_code,ice_inspection_date,ice_inspection_id,sb639_enf,sb639_r15,months_delinquent,oil_unit_no,water_land_code,multi_comp_flag,api_depth,wb_shutin_dt,well_shutin_dt,wb_14b2_flag,well_type_name,plug_date,plug_lease_name,plug_operator_name,recent_permit,recent_permit_lease_name,recent_permit_operator_no,on_schedule,og_wellbore_ewa_id,w2g1_filed_date,w2g1_date,completion_date,w3_file_date,p5_renewal_month,p5_renewal_year,p5_org_status,current_inactive_yrs,current_inactive_months,wl_14b2_ext_status,wl_14b2_mech_integ,wl_14b2_plg_ord_sf,wl_14b2_pollution,wl_14b2_fldops_hold,wl_14b2_h15_prob,wl_14b2_h15_delq,wl_14b2_oper_delq,wl_14b2_dist_sfp,wl_14b2_dist_sf_clnup,wl_14b2_dist_st_plg,wl_14b2_good_faith,wl_14b2_well_other,surf_eqp_viol,w3x_viol,h15_status_code
16900479,O,8A,GARZA,169,4,"LAVACA RIVER OPERATING CO., LLC",489720,"REED, J. S. ""D""",61329,5,DORWARD,25544001,,2021-01-05,727304,Enf,,46,1,L,,2579,199801,199801,Y,SHUT IN,,REED  J. S.  D ,LAVACA RIVER OPERATING CO.  LLC,,REED  J. S.  D ,489720,Y,4827983466,19840112,,,,7,2021,D,23,5,D, , , , , ,X,O,,,,,,,,D
16900482,O,8A,GARZA,169,2H,"LAVACA RIVER OPERATING CO., LLC",489720,"REED, J. S. ""B""",61328,6,DORWARD,25544001,270816,2021-01-05,727302,Enf,,46,1,L,,2536,200109,200109,Y,SHUT IN,,REED  J. S.  B ,LAVACA RIVER OPERATING CO.  LLC,,REED  J. S.  B ,489720,Y,4827983467,19840112,,,,7,2021,D,19,9,D, , , , , ,X,O,,,,,,,,D
16900483,O,8A,GARZA,169,3,"LAVACA RIVER OPERATING CO., LLC",489720,"REED, J. S. ""D""",61329,6,DORWARD,25544001,,2021-01-05,727304,Enf,,46,1,L,,2560,199801,199801,Y,SHUT IN,,REED  J. S.  D ,LAVACA RIVER OPERATING CO.  LLC,,REED  J. S.  D ,489720,Y,4827983468,19840112,,,,7,2021,D,23,5,D, , , , , ,X,O,,,,,,,,D
16900491,O,8A,GARZA,169,2H,"LAVACA RIVER OPERATING CO., LLC",489720,"REED, J. S. ""B""",61328,8,DORWARD,25544001,270816,2021-01-05,727302,Enf,,46,1,L,,2455,200109,200109,Y,SHUT IN,,REED  J. S.  B ,LAVACA RIVER OPERATING CO.  LLC,,REED  J. S.  B ,489720,Y,4827983469,19840112,,,,7,2021,D,19,9,D, , , , , ,X,O,,,,,,,,D
16901865,O,8A,GARZA,169,2H,"LAVACA RIVER OPERATING CO., LLC",489720,"ROY, W. V.-MOBIL",61333,1W,DORWARD,25544001,,2021-02-26,747212,Enf,,46,1,L,,2578,200109,200109,Y,SHUT IN,,ROY  W. V.-MOBIL,LAVACA RIVER OPERATING CO.  LLC,,ROY  W. V.-MOBIL,489720,Y,4827984086,19940223,19940106,19580929,,7,2021,D,19,9,D, , , , , ,X,O,,,,,,,,D
16901866,O,8A,GARZA,169,2H,"LAVACA RIVER OPERATING CO., LLC",489720,"ROY, W. V.-MOBIL",61333,2W,DORWARD,25544001,271056,2021-02-26,747212,Enf,,46,1,L,,2620,200109,200109,Y,SHUT IN,,ROY  W. V.-MOBIL,LAVACA RIVER OPERATING CO.  LLC,,ROY  W. V.-MOBIL,489720,Y,4827984087,19940223,19940106,19591208,,7,2021,D,19,9,D, , , , , ,X,O,,,,,,,,D
16931196,O,8A,GARZA,169,2H,"LAVACA RIVER OPERATING CO., LLC",489720,"REED, J. S. ""B""",61328,9,DORWARD,25544001,270816,2021-01-05,727302,Enf,,46,1,L,,2605,200109,200109,Y,SHUT IN,,REED  J. S.  B ,LAVACA RIVER OPERATING CO.  LLC,243196,REED  J. S.  B ,489720,Y,4827984635,19840717,19830524,19830425,,7,2021,D,19,9,D, , , , ,V, ,O,,,,,,,,N
17500088,G,02,GOLIAD,175,3,"ADVANTAGE OIL & GAS, INC.",008511,"ELS, EMIL",076174,3,BOYCE (PETTUS),11023284,,2020-11-06,708502,Enf,,205,,L,,7780,200105,200105,Y,SHUT IN,,ELS  EMIL,ADVANTAGE OIL & GAS  INC.,,ELS  EMIL,008511,Y,4827992080,19840112,19780301,19771215,,4,2022,D,20,1,D, , , , , ,X,O,,,,,,,,D
17500206,G,02,GOLIAD,175,3,"ADVANTAGE OIL & GAS, INC.",008511,"MAYFIELD, P. O.",173250,1,BOYCE (PETTUS),11023284,,2020-09-09,683695,Enf,,205,,L,,7671,200201,200201,Y,TEMP ABANDONED,,MAYFIELD  P. O.,ADVANTAGE OIL & GAS  INC.,484253,MAYFIELD  P. O.,008511,Y,4827992102,19991217,19990426,19990407,,4,2022,D,19,5,D, ,E, , , ,X,O,,,,,,,,D
17500223,G,02,GOLIAD,175,4,"BAYPORT OPERATING, INC.",058861,"ALBRECHT, P. A.",079808,1,BOYCE (PETTUS),11023284,,2020-11-18,712470,,,355,,L,,7685,199801,199801,Y,SHUT IN,,ALBRECHT  P. A.,BAYPORT OPERATING  INC.,,ALBRECHT  P. A.,058861,Y,4827992109,19840112,19781204,19770811,,12,2021,D,23,5,D, , , , , ,X,O,,,,,,,,D
17500247,G,02,GOLIAD,175,3,"SALVADOR OIL, LLC",744509,"WOFFORD, R.L.",130075,1,SLICK (PETTUS),84075100,,2020-09-10,683694,Enf,,47,,L,,7622,200912,200912,Y,TEMP ABANDONED,,WOFFORD  R.L.,SALVADOR OIL  LLC,355001,WOFFORD  R.L.,744509,Y,4827992113,20050727,20050527,20050323,,6,2021,D,11,6,D,H, , , , , ,O,,,,,,,,C
17500292,G,02,GOLIAD,175,3,"PARAMONT, INC.",639031,"RIGGS, GERTRUDE",031419,1,KAREN BEAUCHAMP (2100),48104423,,2020-11-19,712621,Enf,,259,,L,,2187,199801,199801,Y,TEMP ABANDONED,,RIGGS  GERTRUDE,PARAMONT  INC.,,RIGGS  GERTRUDE,639031,Y,4827992114,19840112,,19630825,,3,2022,D,23,5,D, , , , , ,X,O,,,,,,,,D
17500587,G,02,GOLIAD,175,3,"ADAMS, JOE D., TRUSTEE",005905,"BRANDT, G. H.",084304,1,BRANDT (YEGUA 4700),11381498,,2020-11-05,708252,Enf,,266,,L,,8513,199801,199801,Y,TEMP ABANDONED,,BRANDT  G. H.,ADAMS  JOE D.  TRUSTEE,045861,BRANDT  G. H.,005905,Y,4827992122,19840112,19790926,19790910,,6,2021,D,23,5,D, , , , , ,X,O,T,,,,,,,D
17500589,G,02,GOLIAD,175,3,"ADAMS, JOE D., TRUSTEE",005905,"BRANDT, G. H.",072067,3,BRANDT (YEGUA 4700),11381498,,2020-10-07,695654,Enf,,266,,L,,4760,199801,199801,Y,TEMP ABANDONED,,BRANDT  G. H.,ADAMS  JOE D.  TRUSTEE,,BRANDT  G. H.,005905,Y,4827992123,19840112,,19770608,,6,2021,D,23,5,D, , , , , ,X,O,T,,,,,,,D
16330580,O,01,FRIO,163,3,WOOLDRIDGE OIL & GAS,940466,"CULPEPPER, CURTIS L.",05104,1H,PEARSALL (AUSTIN CHALK),69981125,273965,2020-11-24,714534,Enf,,214,,L,,7020,199803,199803,Y,SHUT IN,,CULPEPPER  CURTIS L.,WOOLDRIDGE OIL & GAS,380692,CULPEPPER  CURTIS L.,940466,Y,4827973678,19911114,19910215,19910121,,1,2022,D,23,3,D, , , , , ,X,O,,,,,,,,D
16330696,O,01,FRIO,163,,"CIBOLO ENERGY OPERATING, INC.",153393,"EARNEST, W. A.",05073,281,PEARSALL (AUSTIN CHALK),69981125,,2018-06-14,352716,Enf,Rule 15,12,,L,,7206,199801,199801,Y,SHUT IN,,EARNEST  W. A.,CIBOLO ENERGY OPERATING  INC.,,EARNEST  W. A.,153393,Y,4827973679,19840112,19761104,19761004,,4,2022,D,23,5,D, , , , , ,X,O,,,,,,,,D
16330936,O,01,FRIO,163,,"CIBOLO ENERGY OPERATING, INC.",153393,"BEELER, R. F.",05236,311,PEARSALL (AUSTIN CHALK),69981125,,2018-06-14,352715,Enf,Rule 15,12,,L,,7000,199801,199801,Y,SHUT IN,,BEELER  R. F.,CIBOLO ENERGY OPERATING  INC.,004437,BEELER  R. F.,153393,Y,4827973690,19840112,19770317,19770225,,4,2022,D,23,5,D, , , , , ,X,O,,,,,,,,D
16330967,O,01,FRIO,163,,"CIBOLO ENERGY OPERATING, INC.",153393,"EARNEST, W. A.",05073,283,PEARSALL (AUSTIN CHALK),69981125,,2018-06-14,352716,Enf,Rule 15,12,,L,,7202,200405,200405,Y,SHUT IN,,EARNEST  W. A.,CIBOLO ENERGY OPERATING  INC.,,EARNEST  W. A.,153393,Y,4827973692,19840112,19770406,19770322,,4,2022,D,17,1,D, , , , , ,X,O,,,,,,,,D
16331037,O,01,FRIO,163,,"CIBOLO ENERGY OPERATING, INC.",153393,"EARNEST, W. A.",05073,321,PEARSALL (AUSTIN CHALK),69981125,,2018-06-14,352716,Enf,Rule 15,12,,L,,6850,199801,199801,Y,SHUT IN,,EARNEST  W. A.,CIBOLO ENERGY OPERATING  INC.,,EARNEST  W. A.,153393,Y,4827973694,19840112,19770708,19770623,,4,2022,D,23,5,D, , , , , ,X,O,,,,,,,,D
16331046,O,01,FRIO,163,3,GINCO OPERATING CO.,307228,"BOOTH, F. I. -C-",05255,2,PEARSALL (AUSTIN CHALK),69981125,273964,2020-11-06,708348,Enf,,303,,L,,6975,199801,199801,Y,NO PRODUCTION,,BOOTH  F. I. -C-,GINCO OPERATING CO.,,BOOTH  F. I. -C-,307228,Y,4827973695,19840112,19770810,19770623,,2,2022,D,23,5,D, , , , , ,X,O,,,,,,,,D
16331480,O,01,FRIO,163,,"VAC-U-LIFT PRODUCTION CO.,INC.",881159,"BERRY-LEHMAN ""A""",12208,2,PEARSALL (AUSTIN CHALK),69981125,,,,Enf,,283,,L,,6710,199801,199801,Y,NO PRODUCTION,,BERRY-LEHMAN  A ,VAC-U-LIFT PRODUCTION CO. INC.,351458,BERRY-LEHMAN  A ,881159,Y,4827973699,19890725,19890710,19890401,,11,2021,D,23,5,D, , , , , ,X,O,,,,,,,,D
16331538,O,01,FRIO,163,3,GINCO OPERATING CO.,307228,"BOOTH, F. I. -C-",05255,3,PEARSALL (AUSTIN CHALK),69981125,273964,2020-11-06,708348,Enf,,303,,L,,6995,199801,199801,Y,NO PRODUCTION,,BOOTH  F. I. -C-,GINCO OPERATING CO.,010772,BOOTH  F. I. -C-,307228,Y,4827973702,19840112,19780308,19771224,,2,2022,D,23,5,D, , , , , ,X,O,,,,,,,,D
16331594,O,01,FRIO,163,,"CIBOLO ENERGY OPERATING, INC.",153393,"BEELER, R. F. ""A""",05654,301,PEARSALL (AUSTIN CHALK),69981125,,2017-11-28,281374,Enf,Rule 15,12,,L,,6750,200506,200506,Y,SHUT IN,,BEELER  R. F.  A ,CIBOLO ENERGY OPERATING  INC.,020443,BEELER  R. F.  A ,153393,Y,4827973707,19840112,19780413,19780404,,4,2022,D,16,0,D, , , , , ,X,O,,,,,,,,D
16331717,O,01,FRIO,163,,"CIBOLO ENERGY OPERATING, INC.",153393,"BEELER, R. F. ""A""",05654,314,PEARSALL (AUSTIN CHALK),69981125,,2017-06-13,229201,Enf,Rule 15,12,,L,,6775,199801,199801,Y,SHUT IN,,BEELER  R. F.  A ,CIBOLO ENERGY OPERATING  INC.,058938,BEELER  R. F.  A ,153393,Y,4827973721,19840112,19800428,19800304,,4,2022,D,23,5,D, , , , , ,X,O,,,,,,,,D
16331816,O,01,FRIO,163,3,MID-WESTERN OPERATING COMPANY,566608,"GLAZNER, EDGAR R.",12401,2,PEARSALL (AUSTIN CHALK),69981125,,2020-11-18,712439,Enf,,344,,L,,5681,199801,199801,Y,SHUT IN,,GLAZNER  EDGAR R.,MID-WESTERN OPERATING COMPANY,,GLAZNER  EDGAR R.,566608,Y,4827973729,19900315,,19871001,,9,2021,D,23,5,D, , , , , ,X,O,,,,,,,,D
16331885,O,01,FRIO,163,3,"PONTIAC OIL, INC.",670449,"HALM, BONNYE H.",07704,1,PEARSALL (AUSTIN CHALK),69981125,251676,,,Enf,,314,,L,,6093,199801,199801,Y,NO PRODUCTION,,HALM  BONNYE H.,PONTIAC OIL  INC.,100489,HALM  BONNYE H.,670449,Y,4827973731,19840112,19820407,19810925,,3,2022,D,23,5,D, , , , , ,X,O,,,,,,,,D
16332523,O,01,FRIO,163,2H,"HINES, ARNOLD L.",389140,"THOMPSON, CAROLYN A.",11859,1,RONNIE (QUEEN CITY SAND),78102500,260536,2020-11-04,707504,,,377,,L,,965,199801,199801,Y,SHUT IN,,THOMPSON  CAROLYN A.,HINES  ARNOLD L.,303263,THOMPSON  CAROLYN A.,389140,Y,4827973831,19870922,19870904,19870830,,1,2022,D,23,5,D, , , , , ,X,O,,,,,,,,D
16332889,O,01,FRIO,163,,GINCO OPERATING CO.,307228,"KERRCO'S ""STERLING RANCH""",12834,1,PEARSALL (AUSTIN CHALK),69981125,,2019-08-08,505601,Enf,,303,,L,,7277,199801,199801,Y,NO PRODUCTION,,KERRCO S  STERLING RANCH ,GINCO OPERATING CO.,379842,KERRCO S  STERLING RANCH ,307228,Y,4827973906,19910207,19901210,19901121,,2,2022,D,23,5,D, , , , , ,X,O,,,,,,,,D
16332923,O,01,FRIO,163,,"JOHNSON SANFORD OP CO., LTD",438265,"LEPPARD RANCH ""B""",12951,2H,PEARSALL (AUSTIN CHALK),69981125,,2020-10-29,705258,,,28,,L,,6827,200103,200103,Y,SHUT IN,,LEPPARD RANCH  B ,JOHNSON SANFORD OP CO.  LTD,639050,LEPPARD RANCH  B ,438265,Y,4827973910,20130327,20110131,20070628,,1,2022,D,20,3,D, , , , , ,X,O,,,,,,,,D
16332923,O,01,FRIO,163,,"JOHNSON SANFORD OP CO., LTD",438265,"LEPPARD RANCH ""B""",12951,2H,PEARSALL (AUSTIN CHALK),69981125,,2020-10-29,705258,,,28,,L,,6827,200103,200103,Y,SHUT IN,,LEPPARD RANCH  B ,JOHNSON SANFORD OP CO.  LTD,381410,LEPPARD RANCH  B ,438265,Y,4827973911,20130327,20110131,20070628,,1,2022,D,20,3,D, , , , , ,X,O,,,,,,,,D
16333007,O,01,FRIO,163,,"JOHNSON SANFORD OP CO., LTD",438265,"LEPPARD ""C""",13059,3H,PEARSALL (AUSTIN CHALK),69981125,,2020-10-29,705256,,,28,,L,,8874,199801,199801,Y,SHUT IN,,LEPPARD  C ,JOHNSON SANFORD OP CO.  LTD,384672,LEPPARD  C ,438265,Y,4827973921,19910613,19910410,19910329,,1,2022,D,23,5,D, , , , , ,X,O,,,,,,,,D
16333013,O,01,FRIO,163,,"CIBOLO ENERGY OPERATING, INC.",153393,"EARNEST, W. A.",05073,286,PEARSALL (AUSTIN CHALK),69981125,,2018-06-14,352716,Enf,Rule 15,12,,L,,10569,200812,200812,Y,SHUT IN,,EARNEST  W. A.,CIBOLO ENERGY OPERATING  INC.,384810,EARNEST  W. A.,153393,Y,4827973924,19910620,19910416,19910410,,4,2022,D,12,6,D, , , , , ,X,O,,,,,,,,D
17730205,O,01,GONZALES,177,,"GLADE OPERATING, LLC",307604,"CARNES, LEE",06669,1,PILGRIM (NAVARRO),71486800,,2020-04-27,623813,,,35,,L,,8347,201612,201612,Y,NO PRODUCTION,,CARNES  LEE,GLADE OPERATING  LLC,101053,CARNES  LEE,307604,Y,4827992811,19840112,19810217,19810206,,3,2022,D,4,6,D, , , , , ,X,O,,,,,,,,D
17730604,O,01,GONZALES,177,1,"TIDELANDS PRODUCTION, INC.",859560,"GLASS, WILLIAM B.",12458,1A,PEACH CREEK (AUSTIN CHALK),69882500,270517,2020-08-03,664657,,,364,,L,,8575,199801,199801,Y,SHUT IN,,GLASS  WILLIAM B.,TIDELANDS PRODUCTION  INC.,366125,GLASS  WILLIAM B.,859560,Y,4827992828,19900509,19900413,19900219,,1,2022,D,23,5,D, , , , , ,X,O,,,,,,,,D
17730779,O,01,GONZALES,177,,"TRI-FORCE EXPLORATION, L.L.C.",868628,"CHRISTIAN,H.E.",17840,2R,CHRISTIAN (6800),18000500,,2017-03-01,190754,,,12,,L,,6819,201306,201306,Y,SHUT IN,,CHRISTIAN H.E.,TRI-FORCE EXPLORATION  L.L.C.,747304,CHRISTIAN H.E.,868628,Y,4827992843,20141121,20140609,20130605,,6,2021,D,8,0,D, , , , , , ,O,,,,,,,,A
17730836,O,01,GONZALES,177,,NOVO ENERGY RESOURCES,615778,"PECK, H.J.",07137,1,PEACH CREEK (AUSTIN CHALK),69882500,,2018-07-24,367974,,,15,,L,,8885,201412,201412,Y,SHUT IN,,PECK  H.J.,NOVO ENERGY RESOURCES,110495,PECK  H.J.,615778,Y,4827992846,19840112,19810709,19810701,,2,2022,D,6,6,D, , , , , ,X,O,,,,,,,,D
17730876,O,01,GONZALES,177,2H,ENERGETICS OPERATING COMPANY,251934,"MANFORD, T.D. -G-",07479,1,"SMILEY, SE (AUSTIN CHALK)",84253500,,2020-06-09,641769,,,374,,L,,8446,199801,199801,Y,SHUT IN,,MANFORD  T.D. -G-,ENERGETICS OPERATING COMPANY,113426,MANFORD  T.D. -G-,251934,Y,4827992852,19840112,19811027,19810921,,5,2022,D,23,5,D, , , , , ,X,O,,,,,,,,D
17900757,O,10,GRAY,179,,"PG-M INTERNATIONAL OPERATING,LLC",631795,"KINZER, W. G.",00398,3,PANHANDLE GRAY COUNTY FIELD,68873001,,2019-04-26,467849,,,18,,L,,3000,201905,201905,Y,NO PRODUCTION,,KINZER  W. G.,PG-M INTERNATIONAL OPERATING LLC,,KINZER  W. G.,631795,Y,4827994957,19840112,,,,12,2021,D,2,1,D, , , , , ,X,O,,,,,,,,D
17900758,O,10,GRAY,179,,"PG-M INTERNATIONAL OPERATING,LLC",631795,"KINZER, W. G.",00398,1,PANHANDLE GRAY COUNTY FIELD,68873001,,2019-04-22,465491,,,18,,L,,3000,201905,201905,Y,NO PRODUCTION,,KINZER  W. G.,PG-M INTERNATIONAL OPERATING LLC,,KINZER  W. G.,631795,Y,4827994958,19840112,,,,12,2021,D,2,1,D, , , , , ,X,O,,,,,,,,D
17900761,O,10,GRAY,179,,"PG-M INTERNATIONAL OPERATING,LLC",631795,"KINZER, W. G.",00398,4,PANHANDLE GRAY COUNTY FIELD,68873001,,2019-01-25,433283,,,18,,L,,3000,201905,201905,Y,NO PRODUCTION,,KINZER  W. G.,PG-M INTERNATIONAL OPERATING LLC,,KINZER  W. G.,631795,Y,4827994959,19840112,,,,12,2021,D,2,1,D, , , , , ,X,O,,,,,,,,D
17905682,O,10,GRAY,179,,DALF ENERGY LLC,197641,"REYNOLDS, AMANDA",00541,3,PANHANDLE GRAY COUNTY FIELD,68873001,,2021-01-12,730276,Enf,Rule 15,16,,L,,3166,201811,201811,Y,NO PRODUCTION,,REYNOLDS  AMANDA,DALF ENERGY LLC,,REYNOLDS  AMANDA,197641,Y,4827995399,19950118,19941207,19941103,,11,2021,D,2,7,D, , , , , ,X,O,,,,,,,,D
17905684,O,10,GRAY,179,,DALF ENERGY LLC,197641,"REYNOLDS, AMANDA",00541,6W,PANHANDLE GRAY COUNTY FIELD,68873001,,2021-01-07,728742,Enf,Rule 15,16,,L,,3151,201807,201807,Y,INJECTION,,REYNOLDS  AMANDA,DALF ENERGY LLC,,REYNOLDS  AMANDA,197641,Y,4827995400,20100513,20091021,20061105,,11,2021,D,2,11,D, , , , , , ,O,,,,,,,,
17907186,G,10,GRAY,179,,KIMBREL OIL CORPORATION,462131,"LATHAM, W. P.",023264,1,"PANHANDLE, WEST",68831001,,2020-02-10,582990,Enf,,38,,L,,2770,199812,199812,Y,TEMP ABANDONED,,LATHAM  W. P.,KIMBREL OIL CORPORATION,,LATHAM  W. P.,462131,Y,4827995529,20020130,20011205,19400801,,10,2021,D,22,6,D, , , , , ,X,O,,,,,,,,D
17908179,G,10,GRAY,179,,KIMBREL OIL CORPORATION,462131,"LATHAM, W. P.",023265,4,"PANHANDLE, WEST",68831001,,2020-02-10,582991,Enf,,38,,L,,2922,200901,200901,Y,TEMP ABANDONED,,LATHAM  W. P.,KIMBREL OIL CORPORATION,,LATHAM  W. P.,462131,Y,4827995634,20020204,20011205,19310319,,10,2021,D,12,5,D, , , , , ,X,O,,,,,,,,D
17930010,G,10,GRAY,179,,DALF ENERGY LLC,197641,"SHEPHERD, A. T.",172805,1R,"PANHANDLE, WEST",68831001,,2016-12-12,166023,Enf,Rule 15,16,,L,,3215,201805,201805,Y,PRODUCING,,SHEPHERD  A. T.,DALF ENERGY LLC,481837,SHEPHERD  A. T.,197641,Y,4827995666,19990520,19990426,19990419,,11,2021,D,3,1,D, , , , , ,X,O,,,,,,,,D
17930013,O,10,GRAY,179,,DALF ENERGY LLC,197641,"EAKIN, L. O.",03382,1,PANHANDLE GRAY COUNTY FIELD,68873001,,2018-05-31,347660,Enf,Rule 15,16,,L,,3000,201612,201612,Y,SHUT IN,,EAKIN  L. O.,DALF ENERGY LLC,,EAKIN  L. O.,197641,Y,4827995668,19840112,,19661005,,11,2021,D,4,6,D, , , , , ,X,O,,,,,,,,D
17930023,O,10,GRAY,179,,DALF ENERGY LLC,197641,"SHEPHERD, A. T.",03643,2,PANHANDLE GRAY COUNTY FIELD,68873001,,2021-01-06,728177,Enf,Rule 15,16,,L,,3000,201807,201807,Y,NO PRODUCTION,,SHEPHERD  A. T.,DALF ENERGY LLC,,SHEPHERD  A. T.,197641,Y,4827995672,19840112,,19690809,,11,2021,D,2,11,D, , , , , ,X,O,,,,,,,,D
17930152,O,10,GRAY,179,,DALF ENERGY LLC,197641,"ANDERSON, D. I.",03609,1,PANHANDLE GRAY COUNTY FIELD,68873001,,2018-05-31,347657,Enf,Rule 15,16,,L,,3182,201703,201703,Y,SHUT IN,,ANDERSON  D. I.,DALF ENERGY LLC,,ANDERSON  D. I.,197641,Y,4827995721,19951204,19951002,19681104,,11,2021,D,4,3,D, , , , , ,X,O,,,,,,,,D
17930659,O,10,GRAY,179,,DALF ENERGY LLC,197641,"ANDERSON, D. I.",03609,2,PANHANDLE GRAY COUNTY FIELD,68873001,,2018-05-31,347657,Enf,Rule 15,16,,L,,3179,201703,201703,Y,SHUT IN,,ANDERSON  D. I.,DALF ENERGY LLC,036815,ANDERSON  D. I.,197641,Y,4827995863,19840112,19790523,19790518,,11,2021,D,4,3,D, , , , , ,X,O,,,,,,,,D
17931173,O,10,GRAY,179,,DALF ENERGY LLC,197641,"STEPHENS, J.",03496,3B,PANHANDLE GRAY COUNTY FIELD,68873001,,2018-05-31,347659,Enf,Rule 15,16,,L,,3308,201706,201706,Y,SHUT IN,,STEPHENS  J.,DALF ENERGY LLC,157779,STEPHENS  J.,197641,Y,4827996060,20021015,19820608,19820531,,11,2021,D,4,0,D, , , , , ,X,O,,,,,,,,D
17931200,G,10,GRAY,179,,"SLT DAKOTA OPERATING, INC.",740337,"ELLIOTT, WINNIE",102540,1,"PANHANDLE, EAST",68826001,,2021-02-08,741950,Enf,,39,,L,,2165,200106,200106,Y,TEMP ABANDONED,,ELLIOTT  WINNIE,SLT DAKOTA OPERATING  INC.,162280,ELLIOTT  WINNIE,740337,Y,4827996071,19840112,19820921,19820907,,2,2022,D,20,0,D, , , , , ,X,O,,,,,,,,D
17931273,O,10,GRAY,179,,DALF ENERGY LLC,197641,"ANDERSON, D. I.",03609,3,PANHANDLE GRAY COUNTY FIELD,68873001,,2018-08-27,382677,Enf,Rule 15,16,,L,,3404,201703,201703,Y,SHUT IN,,ANDERSON  D. I.,DALF ENERGY LLC,170691,ANDERSON  D. I.,197641,Y,4827996094,19840112,19830202,19830120,,11,2021,D,4,3,D, , , , , ,X,O,,,,,,,,D
17931567,O,10,GRAY,179,,DALF ENERGY LLC,197641,"BULL, BRUCE",05710,1,PANHANDLE GRAY COUNTY FIELD,68873001,,2020-09-09,683899,Enf,Rule 15,16,,L,,3050,201907,201907,Y,NO PRODUCTION,,BULL  BRUCE,DALF ENERGY LLC,222179,BULL  BRUCE,197641,Y,4827996223,19840416,19840319,19840218,,11,2021,D,1,11,,,,,,,,,,,,,,,,D
17931568,O,10,GRAY,179,,DALF ENERGY LLC,197641,"STEPHENS, J.",03496,4B,PANHANDLE GRAY COUNTY FIELD,68873001,,2018-05-31,347659,Enf,Rule 15,16,,L,,3350,201706,201706,Y,SHUT IN,,STEPHENS  J.,DALF ENERGY LLC,222587,STEPHENS  J.,197641,Y,4827996224,20021015,19840228,19840207,,11,2021,D,4,0,D, , , , , ,X,O,,,,,,,,D
17931722,O,10,GRAY,179,,DALF ENERGY LLC,197641,"EAKIN, L. O.",03382,3,PANHANDLE GRAY COUNTY FIELD,68873001,,2018-05-31,347660,Enf,Rule 15,16,,L,,3341,201612,201612,Y,SHUT IN,,EAKIN  L. O.,DALF ENERGY LLC,255785,EAKIN  L. O.,197641,Y,4827996313,19920610,19920526,19841120,,11,2021,D,4,6,D, , , , , ,X,O,,,,,,,,D
17931767,O,10,GRAY,179,,DALF ENERGY LLC,197641,"GINA ""D""",06106,1,PANHANDLE GRAY COUNTY FIELD,68873001,,2020-11-13,710685,Enf,Rule 15,16,,L,,3100,201707,201707,Y,NO PRODUCTION,,GINA  D ,DALF ENERGY LLC,267766,GINA  D ,197641,Y,4827996330,19850626,19850617,19850420,,11,2021,D,3,11,D, , , , , ,X,O,,,,,,,,D
17931858,O,10,GRAY,179,,DALF ENERGY LLC,197641,"ANDERSON, D. I.",03609,4,PANHANDLE GRAY COUNTY FIELD,68873001,,2018-08-27,382677,Enf,Rule 15,16,,L,,3350,201703,201703,Y,SHUT IN,,ANDERSON  D. I.,DALF ENERGY LLC,302343,ANDERSON  D. I.,197641,Y,4827996384,19860904,19860825,19860818,,11,2021,D,4,3,D, , , , , ,X,O,,,,,,,,D
17931935,O,10,GRAY,179,,DALF ENERGY LLC,197641,"EAKIN, L. O.",03382,4,PANHANDLE GRAY COUNTY FIELD,68873001,,2018-05-31,347660,Enf,Rule 15,16,,L,,3301,201612,201612,Y,SHUT IN,,EAKIN  L. O.,DALF ENERGY LLC,348874,EAKIN  L. O.,197641,Y,4827996431,19881117,19881027,19880927,,11,2021,D,4,6,D, , , , , ,X,O,,,,,,,,D
17931936,O,10,GRAY,179,,DALF ENERGY LLC,197641,"ANDERSON, D. I.",03609,5,PANHANDLE GRAY COUNTY FIELD,68873001,,2018-08-27,382677,Enf,Rule 15,16,,L,,3302,201703,201703,Y,SHUT IN,,ANDERSON  D. I.,DALF ENERGY LLC,348872,ANDERSON  D. I.,197641,Y,4827996432,19900222,19900125,19900103,,11,2021,D,4,3,D, , , , , ,X,O,,,,,,,,D
17980490,G,10,GRAY,179,,DALF ENERGY LLC,197641,"CHAPMAN, A. J. -B-",025874,1,"PANHANDLE, EAST",68826001,,2019-12-13,561329,Enf,Rule 15,16,,L,,2360,200408,200408,Y,PRODUCING,,CHAPMAN  A. J. -B-,DALF ENERGY LLC,,CHAPMAN  A. J. -B-,197641,Y,4827997258,19851101,19850923,19501102,,11,2021,D,16,10,D, , , , ,V, ,O,,,,,,,,N
17980869,G,10,GRAY,179,,DALF ENERGY LLC,197641,"KINCADE, LUCILE",040140,1,"PANHANDLE, EAST",68826001,,2021-02-11,743554,Enf,Rule 15,16,,L,,2358,201701,201701,Y,TEMP ABANDONED,,KINCADE  LUCILE,DALF ENERGY LLC,,KINCADE  LUCILE,197641,Y,4827997522,19840112,,19660113,,11,2021,D,4,5,D, , , , , ,X,O,,,,,,,,D
