og_code,operator_name,operator_no,lease_name,lease_no,well_no,api,district,county,field_name,field_no,oil_unit_no,water_land_code,api_depth,shutin_dt,well_plugged,cost_calc,compliance_due_date,orig_completion,ice_inspection_date,ice_inspection_id,sfp_code,ofcu_well_priority,sb639_enf,sb639_r15,months_delinquent,p5_renewal_month,p5_renewal_year,p5_originating_status,current_5yr_inactive,current_10yr_inactive,aged_5yr_inactive,aged_10yr_inactive,current_inactive_yrs,current_inactive_months,aged_inactive_yrs,aged_inactive_months,extension_status,ext_data_h,ext_data_e,ext_data_p,ext_data_f,ext_data_v,ext_data_x,ext_data_o,ext_data_t,ext_data_m,ext_data_k,ext_data_r,ext_data_q,ext_data_s,ext_data_w
O,PETRO HALEY,660062,KIMBERLY,05293,8,23331532,10,HUTCHINSON,PANHANDLE HUTCHINSON COUNTY FLD.,68887001,,L,3200,2013-02-15,f,31008,,1983-01-03,2020-12-21,724164,274658,3,Enf,Rule 15,54,10,2021,D,t,f,t,f,8,3,8,8,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,YELLOW ROSE OIL & GAS OPER. INC.,946964,KIMBRELL,122639,1,13332763,7B,EASTLAND,LAKE LEON (DUFFER),51491300,,L,3626,1998-01-15,f,40865,,1981-01-25,2020-07-01,652054,,4,Enf,Rule 15,36,2,2022,D,f,t,f,t,23,4,24,1,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,WILSON OIL COMPANY,930194,"KIMES, MARY",02757,1,37300365,03,POLK,LIVINGSTON,54193001,,L,4335,1998-01-15,t,,,1934-04-30,2020-12-21,724639,17408,2H,Enf,,234,6,2021,D,f,t,f,t,23,4,23,5,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,DALF ENERGY LLC,197641,"KINCADE, LUCILE",040140,1,17980869,10,GRAY,"PANHANDLE, EAST",68826001,,L,2358,2017-01-15,f,22849,,1966-01-13,2021-02-11,743554,,,Enf,Rule 15,16,11,2021,D,f,f,f,f,4,4,4,10,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,DALF ENERGY LLC,197641,"KINCADE, LUCILE",040141,2,17980870,10,GRAY,"PANHANDLE, EAST",68826001,,L,2284,2017-01-15,f,22132,,1966-01-18,2021-02-11,743557,,,Enf,Rule 15,16,11,2021,D,f,f,f,f,4,4,4,10,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,C & S OPERATING,121055,KING,63533,1,16931311,8A,GARZA,BUENOS,13047001,,L,3478,2011-06-15,f,42292,,1981-04-07,2021-02-09,742218,271536,2H,Enf,Rule 15,88,11,2021,D,t,f,f,t,9,11,10,5,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,CRYSTAL RIVER OIL & GAS LLC,191683,KING- LANHAM GAS UNIT,098175,1,36332781,7B,PALO PINTO,"SANTO, S.(CONGL)",80961400,,L,4300,2009-06-15,t,,,1981-12-23,2021-03-02,748232,256676,2H,Enf,Rule 15,62,1,2022,D,f,t,f,t,11,11,12,7,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,"WEATHERLY OIL & GAS, LLC",902815,KING GAS UNIT,204810,1,34731906,06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),64300287,,L,9350,2019-01-15,f,74146,,2004-09-14,2019-10-21,538464,,,Enf,,21,9,2021,D,f,f,f,f,2,4,2,8,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
G,"WEATHERLY OIL & GAS, LLC",902815,KING GAS UNIT,218994,2,34732112,06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),64300287,,L,10757,2019-09-15,f,85303,,2005-10-16,2019-10-22,538940,,,Enf,,21,9,2021,D,f,f,f,f,1,8,2,0,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
G,"WEATHERLY OIL & GAS, LLC",902815,KING GAS UNIT,220657,3,34732135,06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),64300287,,L,9740,2010-12-15,f,77238,,2006-02-27,2019-10-22,538941,,,Enf,,21,9,2021,D,f,t,f,t,10,5,10,9,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
G,"WEATHERLY OIL & GAS, LLC",902815,KING GAS UNIT,220658,4,34732139,06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),64300287,,L,9750,2016-04-15,f,77318,,2006-02-13,2019-10-22,538927,,,Enf,,21,9,2021,D,t,f,t,f,5,1,5,5,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
O,GALVESTON BAY OPERATING CO LLC,293375,"KING, CRESTON",12780,5,16730738,03,GALVESTON,GREENS LAKE (3300),36732300,,L,5750,1998-01-15,f,80098,,1980-01-19,,,,,,Rule 15,12,5,2021,D,f,t,f,t,23,4,23,4,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,GALVESTON BAY OPERATING CO LLC,293375,"KING, CRESTON",148146,2,16730358,03,GALVESTON,GREEN'S LAKE (6600),36732700,,L,7100,2003-09-15,f,98903,,1977-03-16,2019-04-23,466999,,,,Rule 15,12,5,2021,D,f,t,f,t,17,8,17,8,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,GALVESTON BAY OPERATING CO LLC,293375,"KING, CRESTON",15952,6,16730741,03,GALVESTON,GREENS LAKE (5360),36732550,,L,7100,1998-01-15,f,98903,,1982-04-22,,,,,,Rule 15,12,5,2021,D,f,t,f,t,23,4,23,4,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,GALVESTON BAY OPERATING CO LLC,293375,"KING, CRESTON",21025,3,16730399,03,GALVESTON,"GREENSLAKE, EAST (MIOCENE 4800)",36734090,,L,7260,2008-11-15,f,101132,,1985-05-03,,,,,,Rule 15,12,5,2021,D,f,t,f,t,12,6,12,6,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,"WEATHERLY OIL & GAS, LLC",902815,"KING, T. B. GAS UNIT",200234,2,34731827,06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),64300287,,L,9100,2017-02-15,f,72163,,2004-01-28,2019-10-29,542775,,,Enf,,21,9,2021,D,f,f,f,f,4,3,4,7,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
G,"WEATHERLY OIL & GAS, LLC",902815,"KING, T. B. GAS UNIT",203803,3,34731900,06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),64300287,,L,9100,2009-11-15,f,72163,,2004-07-29,2019-10-28,541664,,,Enf,,21,9,2021,D,f,t,f,t,11,6,11,10,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
G,"WEATHERLY OIL & GAS, LLC",902815,"KING, T. B. GAS UNIT",225117,7,34732391,06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),64300287,,L,9360,2019-10-15,f,74225,,2006-12-09,2020-10-29,706287,,,Enf,,21,9,2021,D,f,f,f,f,1,7,1,11,D,f,f,f,f,f,f,f,f,f,f,f,f,f,f
G,"WEATHERLY OIL & GAS, LLC",902815,"KING, T. B. GAS UNIT",226153,6,34732412,06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),64300287,,L,9353,2017-02-15,f,74169,,2007-02-06,2019-10-28,541663,,,Enf,,21,9,2021,D,f,f,f,f,4,3,4,7,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
G,"SANTA ANNA OPERATING 3, LLC",748098,"KINGSBERRY,C.E. """"C""""",087287,2,08331928,7B,COLEMAN,SANTA ANNA (MARBLE FALLS),80827625,,L,2337,2019-05-15,f,26338,,1980-02-26,2021-01-27,737333,,,,,18,11,2021,D,f,f,f,f,2,0,2,6,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"PG-M INTERNATIONAL OPERATING,LLC",631795,"KINZER, W. G.",00398,1,17900758,10,GRAY,PANHANDLE GRAY COUNTY FIELD,68873001,,L,3000,2019-05-15,f,29070,,1984-01-12,2019-04-22,465491,,,,,18,12,2021,D,f,f,f,f,2,0,2,7,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"PG-M INTERNATIONAL OPERATING,LLC",631795,"KINZER, W. G.",00398,3,17900757,10,GRAY,PANHANDLE GRAY COUNTY FIELD,68873001,,L,3000,2019-05-15,f,29070,,1984-01-12,2019-04-26,467849,,,,,18,12,2021,D,f,f,f,f,2,0,2,7,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"PG-M INTERNATIONAL OPERATING,LLC",631795,"KINZER, W. G.",00398,4,17900761,10,GRAY,PANHANDLE GRAY COUNTY FIELD,68873001,,L,3000,2019-05-15,f,29070,,1984-01-12,2019-01-25,433283,,,,,18,12,2021,D,f,f,f,f,2,0,2,7,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,JMC RESOURCES CORP.,427742,KIRBY,121636,1,37330634,03,POLK,MENARD CREEK (COOK MTN),60423200,,L,6916,2002-03-15,f,96340,,1986-06-15,2020-12-21,724640,234437,2,Enf,,114,12,2021,D,f,t,f,t,19,2,19,9,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,VOTAW PRODUCTION COMPANY LLC,887576,KIRBY-STEPHENSEN -B-,05435,2K,19900771,03,HARDIN,VOTAW (WILCOX 8400),94155666,,L,8407,1998-01-15,f,117110,,1958-04-01,2021-01-25,736441,,,Enf,Rule 15,19,11,2021,D,f,t,f,t,23,4,23,10,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
O,VOTAW PRODUCTION COMPANY LLC,887576,KIRBY-STEPHENSEN -B-,05435,5,19900774,03,HARDIN,VOTAW (WILCOX 8400),94155666,,L,8346,2018-05-15,f,116260,,1984-01-12,2021-01-25,736441,,,Enf,Rule 15,19,11,2021,D,f,f,f,f,3,0,3,6,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,VOTAW PRODUCTION COMPANY LLC,887576,KIRBY-STEPHENSEN -B-,05435,8,19900776,03,HARDIN,VOTAW (WILCOX 8400),94155666,,L,8376,2009-04-15,f,116678,,1984-01-12,2021-01-25,736441,,,Enf,Rule 15,19,11,2021,D,f,t,f,t,12,1,12,7,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,VOTAW PRODUCTION COMPANY LLC,887576,KIRBY-STEPHENSEN -B-,05435,9,37300625,03,POLK,VOTAW (WILCOX 8400),94155666,,L,8417,2002-04-15,f,117249,,1984-01-12,2020-12-21,724638,,,Enf,Rule 15,19,11,2021,D,f,t,f,t,19,1,19,7,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,VOTAW PRODUCTION COMPANY LLC,887576,KIRBY-STEPHENSON -B-,05762,3,37300626,03,POLK,VOTAW (WILCOX UPPER),94155333,,L,8388,1998-01-15,f,116845,,1984-01-12,2021-01-25,736442,,,Enf,Rule 15,19,11,2021,D,f,t,f,t,23,4,23,10,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,VOTAW PRODUCTION COMPANY LLC,887576,KIRBY-STEPHENSON -B-,05762,4,19900772,03,HARDIN,VOTAW (WILCOX UPPER),94155333,,L,8392,1998-01-15,f,116901,,1984-01-12,2021-01-20,733546,,,Enf,Rule 15,19,11,2021,D,f,t,f,t,23,4,23,10,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
O,VOTAW PRODUCTION COMPANY LLC,887576,KIRBY-STEPHENSON -B-,05762,6,19981640,03,HARDIN,VOTAW (WILCOX UPPER),94155333,,L,8420,2018-02-15,f,117291,,1958-10-06,2021-01-25,736442,,,Enf,Rule 15,19,11,2021,D,f,f,f,f,3,3,3,9,D,t,f,f,f,f,f,t,f,f,f,f,f,f,f
O,VOTAW PRODUCTION COMPANY LLC,887576,KIRBY-STEPHENSON -B-,05762,7,19900775,03,HARDIN,VOTAW (WILCOX UPPER),94155333,,L,8394,1998-01-15,f,116928,,1958-11-17,2021-01-25,736442,,,Enf,Rule 15,19,11,2021,D,f,t,f,t,23,4,23,10,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
O,VOTAW PRODUCTION COMPANY LLC,887576,KIRBY-STEPHENSON -B-,07785,10,37303245,03,POLK,"SEGNO, SOUTH (WILCOX)",82145110,,L,8408,1998-01-15,f,117123,,1964-12-21,2020-12-21,724642,,,Enf,Rule 15,19,11,2021,D,f,t,f,t,23,4,23,10,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
G,"BYNG ENERGY GROUP, INC.",118732,KIRBY LUMBER CO,094457,2,19931446,03,HARDIN,"SOUR LAKE, E. (YEGUA, LOWER)",84697525,,L,11325,1998-01-15,f,157757,,1981-01-29,2021-03-01,747805,,,Enf,,26,2,2022,D,f,t,f,t,23,4,24,1,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,GREAT TEXAS CRUDE INC.,328774,KIRCHER,157870,1,02532723,02,BEE,"TYNAN, EAST (FRIO 4800)",92215456,,L,5010,2001-01-15,f,78657,,1995-01-22,2020-10-27,704321,,3,Enf,Rule 15,88,12,2021,D,f,t,f,t,20,4,20,11,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,AMERRIL ENERGY LLC,019786,"KIRK, C. W. -86-",161694,6,23332683,10,HUTCHINSON,ARRINGTON (CHEROKEE),3853075,,L,8802,2016-02-15,f,85291,,1996-10-24,2020-12-10,719940,,3,Enf,Rule 15,49,4,2022,D,t,f,t,f,5,3,6,2,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
G,AMERRIL ENERGY LLC,019786,"KIRK, NANNIE -116-",161706,3,23332699,10,HUTCHINSON,ARRINGTON (CHEROKEE),3853075,,L,6195,2016-02-15,f,60030,,1996-11-28,2020-11-06,708700,,,Enf,Rule 15,49,4,2022,D,t,f,t,f,5,3,6,2,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
G,AMERRIL ENERGY LLC,019786,"KIRK, NANNIE -116-",162913,4,23332706,10,HUTCHINSON,ARRINGTON (CHEROKEE),3853075,,L,6185,2016-02-15,f,59933,,1997-02-15,2020-11-06,708705,,,Enf,Rule 15,49,4,2022,D,t,f,t,f,5,3,6,2,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
O,PRAIRIE PRODUCTION,675926,"KIRKSEY, W. L.",26321,1,08334459,7B,COLEMAN,COLEMAN COUNTY REGULAR,19511001,,L,2088,1998-01-15,f,23532,,1987-07-13,2020-10-28,704815,,4,Enf,,49,5,2021,D,f,t,f,t,23,4,23,4,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"ANGEL LAND CO., INC.",025443,KITTIE,13564,2,17731971,01,GONZALES,WILDCAT,2001,,L,5270,1998-01-15,f,58708,,1987-05-24,2020-08-03,664675,,2H,Enf,,277,5,2021,D,f,t,f,t,23,4,23,4,D,f,f,f,f,t,f,t,f,f,f,f,f,f,f
O,"ANGEL LAND CO., INC.",025443,KITTIE,13564,3,17731701,01,GONZALES,WILDCAT,2001,,L,3508,1998-01-15,f,39079,,1987-12-24,2020-08-03,664675,,2,Enf,,277,5,2021,D,f,t,f,t,23,4,23,4,D,f,f,f,f,t,f,t,f,f,f,f,f,f,f
O,ALLTEX OPERATING COMPANY,015056,"KLEIN, M. T. -A-",02881,1,18700772,01,GUADALUPE,DARST CREEK (BUDA),23191333,1,L,2395,2011-03-15,f,26680,2017-05-18,1984-01-12,2020-09-22,688554,,3,,Rule 15,29,6,2021,D,f,t,f,t,10,2,10,3,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,ALLTEX OPERATING COMPANY,015056,"KLEIN, M. T. -A-",02881,10,18703049,01,GUADALUPE,DARST CREEK (BUDA),23191333,1,L,2395,1998-01-15,f,26680,2017-05-18,1984-01-12,2020-09-22,688554,,4,,Rule 15,29,6,2021,D,f,t,f,t,23,4,23,5,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,ALLTEX OPERATING COMPANY,015056,"KLEIN, M. T. -A-",02881,2,18700773,01,GUADALUPE,DARST CREEK (BUDA),23191333,1,L,2395,1998-01-15,f,26680,2017-05-18,1984-01-12,2020-09-22,688554,,3,,Rule 15,29,6,2021,D,f,t,f,t,23,4,23,5,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,ALLTEX OPERATING COMPANY,015056,"KLEIN, M. T. -A-",02881,4,18700775,01,GUADALUPE,DARST CREEK (BUDA),23191333,1,L,2395,1998-01-15,f,26680,2017-05-18,1984-01-12,2020-09-22,688554,,3,,Rule 15,29,6,2021,D,f,t,f,t,23,4,23,5,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,ALLTEX OPERATING COMPANY,015056,"KLEIN, M. T. -A-",02881,6,18702889,01,GUADALUPE,DARST CREEK (BUDA),23191333,1,L,2395,1998-01-15,f,26680,2017-05-18,1984-01-12,2020-09-22,688554,,3,,Rule 15,29,6,2021,D,f,t,f,t,23,4,23,5,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,ALLTEX OPERATING COMPANY,015056,"KLEIN, M. T. -A-",02881,7,18702890,01,GUADALUPE,DARST CREEK (BUDA),23191333,1,L,2395,1998-01-15,f,26680,2017-05-18,1984-01-12,2020-06-01,637086,,3,,Rule 15,29,6,2021,D,f,t,f,t,23,4,23,5,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,ALLTEX OPERATING COMPANY,015056,"KLEIN, M. T. -A-",02881,8,18703048,01,GUADALUPE,DARST CREEK (BUDA),23191333,1,L,2395,1998-01-15,f,26680,2017-05-18,1984-01-12,2020-09-22,688554,,3,,Rule 15,29,6,2021,D,f,t,f,t,23,4,23,5,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,ALLTEX OPERATING COMPANY,015056,"KLEIN, M. T. -A-",02881,9,18703050,01,GUADALUPE,DARST CREEK (BUDA),23191333,1,L,2395,1998-01-15,f,26680,2017-05-18,1984-01-12,2020-09-22,688554,,3,,Rule 15,29,6,2021,D,f,t,f,t,23,4,23,5,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,"SOUNDLOGIC PROD. & EXPLOR., LLC",802627,KLIMITCHEK-HOBBS UNIT,216203,1,28532492,02,LAVACA,LAVACA RIVER (2100),52365650,,L,2500,2005-09-15,f,39250,,2005-06-29,2020-11-09,709615,,4,,Rule 15,85,5,2021,D,f,t,f,t,15,8,15,8,D,f,f,f,f,f,f,t,f,f,f,t,f,f,f
G,"MOOSE OPERATING CO., INC.",582558,"KLIMITCHEK, CARL",222029,2,28532843,02,LAVACA,SPEAKS ( 1800),84978198,,L,2400,2004-12-15,f,37680,,2001-07-12,2020-12-28,725639,,4,,,234,11,2021,D,f,t,f,t,16,5,16,11,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
G,"MOOSE OPERATING CO., INC.",582558,"KLIMITCHEK, FRANKLIN GAS UNIT",222024,1,28532850,02,LAVACA,SPEAKS (1900 W),84978360,,L,2400,2004-12-15,f,37680,,2001-06-12,2020-12-28,725653,,3,,,234,11,2021,D,f,t,f,t,16,5,16,11,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
G,LODESTAR PACIFIC CORPORATION,505305,"KLINGEMAN, FRED",073528,1,25530578,02,KARNES,ATKINSON (KLINGEMAN),4271200,,L,7510,1998-01-15,f,117907,,1977-07-30,2020-11-17,711646,,3,Enf,,295,10,2021,D,f,t,f,t,23,4,23,9,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,"REPUBLIC RESOURCES, LLC.",703124,KNAPE,194873,1,28532968,02,LAVACA,VIENNA (FRIO 2520),93777215,,L,6404,2003-11-15,f,100543,,2002-08-27,2021-01-08,729906,,4,,Rule 15,46,5,2021,D,f,t,f,t,17,6,17,6,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
G,"MOOSE OPERATING CO., INC.",582558,KNEBEL,168352,1,28532467,02,LAVACA,VIENNA (FRIO 2950),93777237,,L,3200,2001-11-15,f,50240,,1997-07-02,2020-11-06,708732,230757,3,,,234,11,2021,D,f,t,f,t,19,6,20,0,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
G,"CAMOIL, INC.",127449,KNIGHT,154194,1,48133770,02,WHARTON,"PROVIDENT CITY (4000, EAST)",73293913,,L,4317,2001-08-15,f,67777,,1995-04-11,2020-01-13,569767,,,Enf,,27,1,2022,D,f,t,f,t,19,9,20,5,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
G,"BRAZOS PRODUCTION SERVICES, INC.",089937,KNIGHT #1,188934,1,02532989,02,BEE,"CANNAN, SOUTH (2300)",15353500,,L,2107,2002-01-15,f,33080,,2000-05-15,2021-01-06,727709,274966,3,,,205,1,2022,D,f,t,f,t,19,4,20,0,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
G,"NORTH SHORE ENERGY, L.L.C.",614122,KNIGHT ET AL,179408,1,02533018,02,BEE,WILDCAT,4001,,L,4226,2000-01-15,f,66348,,2000-07-21,2021-01-06,727716,,4,,,39,11,2021,D,f,t,f,t,21,4,21,10,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
O,"GULFSTAR PROPERTIES, INC.",338735,KNIPLING,26059,1A,48133580,03,WHARTON,TENNA (HILLJE SAND),88805400,,L,4220,2015-07-15,f,58785,,1992-07-26,2017-03-27,200393,,,,,15,6,2021,D,t,f,t,f,5,10,5,11,D,f,f,f,f,f,f,t,f,f,f,f,f,f,f
O,"GULFSTAR PROPERTIES, INC.",338735,KNIPLING,26569,2A,48133629,03,WHARTON,TENNA (KNIPLING SAND),88805430,,L,2530,2013-08-15,f,35243,,1993-06-30,2017-11-17,279128,,,,,15,6,2021,D,t,f,t,f,7,9,7,10,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,ALLTEX OPERATING COMPANY,015056,KNODEL -D-,14481,3,18730109,01,GUADALUPE,DARST CREEK (BUDA),23191333,,L,2615,2006-12-15,f,29131,2017-05-18,1971-03-03,2020-06-01,637045,,4,,Rule 15,29,6,2021,D,f,t,f,t,14,5,14,6,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,ALLTEX OPERATING COMPANY,015056,"KNODEL, ANNIE, -B-",03129,5B,18730267,01,GUADALUPE,DARST CREEK (BUDA),23191333,1,L,2480,1998-01-15,f,27627,2017-05-18,1972-09-30,2020-06-04,638784,,4,,Rule 15,29,6,2021,D,f,t,f,t,23,4,23,5,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,ALLTEX OPERATING COMPANY,015056,"KNODEL, ANNIE, -B-",03129,6B,18730268,01,GUADALUPE,DARST CREEK (BUDA),23191333,1,L,2480,1998-01-15,f,27627,2017-05-18,1972-10-11,2020-06-04,638784,,2,,Rule 15,29,6,2021,D,f,t,f,t,23,4,23,5,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,ALLTEX OPERATING COMPANY,015056,"KNODEL, ANNIE, -B-",03129,7B,18730269,01,GUADALUPE,DARST CREEK (BUDA),23191333,1,L,2495,1998-01-15,f,27794,2017-05-18,1972-10-06,2020-06-04,638784,,4,,Rule 15,29,6,2021,D,f,t,f,t,23,4,23,5,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,ALLTEX OPERATING COMPANY,015056,"KNODEL, ANNIE, -B-",03129,8B,18730270,01,GUADALUPE,DARST CREEK (BUDA),23191333,1,L,2515,1998-01-15,f,28017,2017-05-18,1972-10-04,2020-06-04,638784,,4,,Rule 15,29,6,2021,D,f,t,f,t,23,4,23,5,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,ALLTEX OPERATING COMPANY,015056,"KNODEL, ANNIE, -B-",03129,9B,18730271,01,GUADALUPE,DARST CREEK (BUDA),23191333,1,L,2530,1998-01-15,f,28184,2017-05-18,1972-10-02,2020-06-04,638784,,4,,Rule 15,29,6,2021,D,f,t,f,t,23,4,23,5,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,ALLTEX OPERATING COMPANY,015056,"KNODEL, ANNIE, -C-",03660,1C,18703043,01,GUADALUPE,DARST CREEK (BUDA),23191333,1,L,2395,2011-03-15,f,26680,2017-05-18,1984-01-12,2021-01-07,728379,,3,,Rule 15,29,6,2021,D,f,t,f,t,10,2,10,3,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,ALLTEX OPERATING COMPANY,015056,"KNODEL, ANNIE, -C-",03660,2C,18703042,01,GUADALUPE,DARST CREEK (BUDA),23191333,1,L,2395,1998-01-15,f,26680,2017-05-18,1984-01-12,2021-01-07,728379,,3,,Rule 15,29,6,2021,D,f,t,f,t,23,4,23,5,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,ALLTEX OPERATING COMPANY,015056,"KNODEL, ANNIE, -C-",03660,3C,18703044,01,GUADALUPE,DARST CREEK (BUDA),23191333,1,L,2395,1998-01-15,f,26680,2017-05-18,1984-01-12,2021-03-12,752266,,3,,Rule 15,29,6,2021,D,f,t,f,t,23,4,23,5,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,ALLTEX OPERATING COMPANY,015056,"KNODEL, ANNIE, -C-",03660,4C,18703045,01,GUADALUPE,DARST CREEK (BUDA),23191333,1,L,2395,1998-01-15,f,26680,2017-05-18,1984-01-12,2021-03-12,752266,,3,,Rule 15,29,6,2021,D,f,t,f,t,23,4,23,5,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,GREAT TEXAS CRUDE INC.,328774,"KNORPP, W. C.",64456,2,50132333,8A,YOAKUM,JANICE (WOLFCAMP),45726550,,L,9150,1998-01-15,f,111264,,1983-04-15,2020-12-17,722959,272016,2H,Enf,Rule 15,88,12,2021,D,f,t,f,t,23,4,23,11,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,CORE E & P CORP.,178381,"KOCH,T. F.,NCT-1",10546,1,24502573,03,JEFFERSON,STOWELL (ENGLIN-MARG),86429130,,L,7898,1998-12-15,f,110019,,1943-04-30,2020-12-01,716389,,2H,Enf,,226,7,2021,D,f,t,f,t,22,5,22,7,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
G,CORE E & P CORP.,178381,"KOCH,T.F.NCT-1",056640,2,24502574,03,JEFFERSON,STOWELL (CRAWFORD U-1),86429026,,L,7782,1998-01-15,f,108403,,1973-09-19,2020-12-01,716383,15830,2,Enf,,226,7,2021,D,f,t,f,t,23,4,23,6,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"EAGLE FORD OIL CO., INC.",238351,"KOEHLER, FRANK -A-",01113,1,05501577,01,CALDWELL,LULING-BRANYON,55679001,,L,2190,2014-10-15,f,24397,,1984-01-12,2021-04-01,759022,246327,,Enf,Rule 15,62,3,2022,D,t,f,t,f,6,7,7,5,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"EAGLE FORD OIL CO., INC.",238351,"KOEHLER, FRANK """"A""""",05893,1,05531164,01,CALDWELL,LULING-BRANYON,55679001,,L,2300,2013-09-15,t,,,1979-03-01,2021-03-05,749492,246328,2H,Enf,Rule 15,62,3,2022,D,t,f,t,f,7,8,8,6,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,"EAGLE FORD OIL CO., INC.",238351,"KOEHLER, FRANK """"A""""",05893,2A,05531186,01,CALDWELL,LULING-BRANYON,55679001,,L,2305,2013-09-15,t,,,1979-05-29,2021-03-05,749492,246328,2H,Enf,Rule 15,62,3,2022,D,t,f,t,f,7,8,8,6,D,f,f,f,f,f,t,t,f,f,f,f,f,f,f
O,NHRG INC,598344,"KOESLER, MARY",01998,1,09700359,09,COOKE,COOKE COUNTY REGULAR,20350001,A,L,805,2012-07-15,f,3518,2019-01-14,1940-10-05,2021-01-11,730014,275876,2H,Enf,Rule 15,12,8,2021,D,t,f,t,f,8,10,9,1,D,f,f,f,f,f,t,t,f,f,f,f,f,t,f
