district,api,ofcu_well_priority,operator_name,operator_no,lease_name,lease_no,well_no,bonded_depth,field_name,county,sfp_code,ice_inspection_date,ice_inspection_id,sb639_enf,sb639_r15,months_delinquent
02,02532537,2H,"SHOREHAM OIL & GAS COMPANY, INC.",778499,ROBERTS,149128,1,8133,STRAUCH-WILCOX (VELA),BEE,,2020-11-19,712746,Enf,,190
03,60630179,2H,HIGH ISLAND GAS LLC,385533,STATE TRACT 77-S,24307,1,8191,HIGH ISLAND 77-S (AMPH-2),HIGH IS-SB,,2017-05-15,219349,Enf,,73
08,46131640,2,"SOL OIL CO., L.C.",801113,O NEAL SAN ANDRES UNIT,22190,61,4095,MCELROY,UPTON,,2020-07-09,655411,Enf,,52
05,39530284,2H,"BRAVE HEART RESOURCES, INC.",089801,PASNIK,107511,2,1740,HAROLD D. ORR (NAVARRO),ROBERTSON,204291,2021-01-29,738153,Enf,,145
02,28532195,3,"MOOSE OPERATING CO., INC.",582558,RAGSDALE UNIT A,147725,3,3410,VIENNA (FRIO 3000),LAVACA,,2020-12-08,719456,,,234
02,25500849,4,LOVACA GATHERING COMPANY,509750,COY CITY GAS UNIT O/A,001444,401,7834,COY CITY (7800 -D-),KARNES,,2016-12-14,166824,,,500
7B,15132199,4,LODI OPERATING COMPANY LLC,505336,HILL-TERRY-1E,232840,1,6300,CRARUTH (STRAWN),FISHER,,2020-06-19,646154,,,44
8A,16531421,2H,AMIRMEX INC.,020225,JONES RANCH,62131,2,5075,EDMONSON (SAN ANDRES),GAINES,,2020-12-17,722961,,,46
03,70430250,2H,"CAPCO OFFSHORE OF TEXAS, INC.",130342,440-L UNIT,156949,A5,10100,BRAZOS BLOCK 440 (-B- SD.7950),BRAZOS-LB,238984,2017-08-23,256395,Enf,,111
03,70430253,2H,"CAPCO OFFSHORE OF TEXAS, INC.",130342,440-L UNIT,126332,B1,8635,BRAZOS BLOCK 440 (-B-SD. FB B-1),BRAZOS-LB,238985,2017-08-23,305654,Enf,,111
03,70430254,2H,"CAPCO OFFSHORE OF TEXAS, INC.",130342,440-L UNIT,123867,1F,8686,BRAZOS BLOCK 440 (-X- SD.),BRAZOS-LB,238986,2017-08-23,256401,Enf,,111
04,50533493,2,"CFO RESOURCES, INC.",120105,LAS AVISPAS RANCH,161299,1,7925,LAS LOMAS (WILCOX 7800),ZAPATA,260879,2021-02-11,743318,Enf,Rule 15,38
04,50533573,2,"CFO RESOURCES, INC.",120105,LAS AVISPAS RANCH 39,163555,2,8100,LAS LOMAS (WILCOX 7800),ZAPATA,260881,2021-03-04,748942,Enf,Rule 15,38
04,50533625,2,"CFO RESOURCES, INC.",120105,LAS AVISPAS RANCH 39,172479,4,8100,LAS LOMAS (WILCOX 7800),ZAPATA,260883,2021-02-25,746452,Enf,Rule 15,38
03,70430258,2H,"CAPCO OFFSHORE OF TEXAS, INC.",130342,STATE TRACT 440-L,119920,1G,8700,BRAZOS BLOCK 440 (-B-SD. FB G-1),BRAZOS-LB,238987,2017-08-23,256396,Enf,,111
03,70430272,2H,"CAPCO OFFSHORE OF TEXAS, INC.",130342,STATE TRACT 440-L,155413,H1,8200,BRAZOS BLOCK 440 (-B- SD.),BRAZOS-LB,238988,2017-08-23,256398,Enf,,111
03,70430291,2H,"CAPCO OFFSHORE OF TEXAS, INC.",130342,440-L UNIT,141549,J1,8200,BRAZOS BLOCK 440 (-X- SD.),BRAZOS-LB,238989,2017-08-23,256372,Enf,,111
03,70430300,2H,"CAPCO OFFSHORE OF TEXAS, INC.",130342,440-L UNIT,150318,I1,7818,BRAZOS BLOCK 440 (-C- SD.),BRAZOS-LB,238990,2017-08-23,256424,Enf,,111
04,47939796,4,"EVANS, S. LAVON  JR. OPER. CO.",255456,LOS OJUELOS MINERAL TRUST,241562,11,8472,PANCHO (WILCOX),WEBB,,2020-10-30,705738,,Rule 15,33
08,47531542,2H,"RJD ENERGY, LLC",714310,LEEDE GAS UNIT NO. 1,276839,1,15375,DOUBLE E (BELL CANYON),WARD,256317,2020-09-17,687381,Enf,,42
7B,36332588,4,"QUEST-TEX ENERGY OP II, LLC",684645,PADGETT,095372,1,2810,PALO PINTO CO. REG. (GAS),PALO PINTO,,2020-08-27,677346,Enf,,47
6E,18389832,2H,"M-C PRODUCTION & DRILLING CO,INC",518063,FINLEY-THOMAS,08500,5,3650,EAST TEXAS,GREGG,264917,2020-01-31,578774,Enf,,38
6E,18389830,2H,"M-C PRODUCTION & DRILLING CO,INC",518063,FINLEY-THOMAS,08500,2,3650,EAST TEXAS,GREGG,264917,2020-01-31,578774,Enf,,38
6E,18383725,2H,"M-C PRODUCTION & DRILLING CO,INC",518063,HINEMAN,06897,2,3654,EAST TEXAS,GREGG,264938,2019-08-20,512612,Enf,,38
6E,18383726,2H,"M-C PRODUCTION & DRILLING CO,INC",518063,HINEMAN,06897,3,3663,EAST TEXAS,GREGG,264938,2019-08-20,512612,Enf,,38
7B,25330658,3,"ROCO PETROLEUM, INCORPORATED",723552,NOODLE CREEK UNIT,24617,61,2742,JONES COUNTY REGULAR,JONES,265956,2021-03-18,754560,Enf,,50
7B,25330650,3,"ROCO PETROLEUM, INCORPORATED",723552,NOODLE CREEK UNIT,24617,53,2528,JONES COUNTY REGULAR,JONES,265956,2021-02-01,738910,Enf,,50
7B,25330933,3,"ROCO PETROLEUM, INCORPORATED",723552,NOODLE CREEK UNIT,24617,22,2524,JONES COUNTY REGULAR,JONES,265956,2021-03-04,749304,Enf,,50
7B,25330730,3,"ROCO PETROLEUM, INCORPORATED",723552,NOODLE CREEK UNIT,24617,21,2507,JONES COUNTY REGULAR,JONES,265956,2021-03-10,751387,Enf,,50
7B,25331937,3,"ROCO PETROLEUM, INCORPORATED",723552,NOODLE CREEK UNIT,24617,71,5361,JONES COUNTY REGULAR,JONES,265956,2021-03-02,748034,Enf,,50
01,05581303,2H,"AUSTIN OPERATING, LLC.",037252,LUCAS,08208,1,2679,TENNEY CREEK,CALDWELL,269316,2021-03-18,753934,Enf,,259
7B,08334654,2H,"TT OPERATING, LLC",872252,REEVES,23970,2,824,COLEMAN COUNTY REGULAR,COLEMAN,273897,2020-11-13,711319,Enf,Rule 15,32
7B,08334806,2,"TT OPERATING, LLC",872252,WINSLETT,24659,1,800,COLEMAN COUNTY REGULAR,COLEMAN,273898,2021-03-24,757818,Enf,Rule 15,32
8A,10130313,3,"SEQUOIA NATURAL GAS, INC.",767543,OPAL,097157,1,6475,INDEPENDENT (BEND CONGL.),COTTLE,,2020-12-16,722579,Enf,Rule 15,38
03,24500049,3,"KODY PETROLEUM CO., INC.",473774,LONG,03184,24,6060,NOME,JEFFERSON,269878,2021-02-23,745851,Enf,,27
7B,20732310,4,LOW-END OIL LLC,510360,REAMES,28040,1,5310,HLM (CADDO),HASKELL,,2020-11-09,708824,Enf,,57
7B,15131153,4,OIL & GAS OPERATIONS,620256,BLACK HAWK,16667,1,5875,HUNSAKER (NOODLE CREEK),FISHER,,2020-08-10,668337,Enf,,53
7B,36335375,4,"QUEST-TEX ENERGY OP II, LLC",684645,PADGETT -B-,214792,3,2301,J. V. T. (STRAWN 2400),PALO PINTO,,2020-08-27,677345,Enf,,47
7B,36335370,4,"QUEST-TEX ENERGY OP II, LLC",684645,PADGETT-A-,214158,2,2176,J. V. T. (STRAWN 2400),PALO PINTO,,2020-06-08,640666,Enf,,47
02,29734874,3,"APEX ENERGY, INC.",027424,WADE MCNEILL SOUTH,257866,1,6217,JACKSON RANCH (YEGUA 5250),LIVE OAK,,2020-10-28,705240,Enf,,26
02,29734671,4,"APEX ENERGY, INC.",027424,MCNEILL F,225500,2,6056,JACKSON RANCH (YEGUA 5300),LIVE OAK,,2020-10-28,705237,Enf,,26
08,49510776,4,RAIDER OIL & GAS COMPANY,688474,CRUM,16080,9,3401,KEYSTONE (COLBY),WINKLER,,2019-10-28,546303,,Rule 15,88
02,29734581,3,"APEX ENERGY, INC.",027424,MCNEILL B,09011,2,5415,JACKSON RANCH (YEGUA 5400),LIVE OAK,,2020-10-28,705238,Enf,,26
08,49504197,3,"ROBERSON, JIMMY ENERGY CORP.",716399,DAUGHERTY,03178,5W,2990,KERMIT,WINKLER,,2020-01-28,576894,Enf,,253
08,49580304,3,"ROBERSON, JIMMY ENERGY CORP.",716399,DAUGHERTY,03178,2,2800,KERMIT,WINKLER,,2020-01-28,576894,Enf,,253
7B,20732321,2,LOW-END OIL LLC,510360,COBB,27799,1,5100,LINDSAY BEA (CONGL),HASKELL,,2020-11-09,709113,Enf,,57
01,38500014,,"CLARO OPERATING, LLC",158277,"FRYAR, J. H. ET AL",055361,1,6512,LOMAS PIEDRAS (PENN. LIME),REAL,,,,Enf,,183
01,49100127,,"THRALL OPERATING COMPANY, INC.",857150,DOLLINGER,01735,6A,1000,THRALL,WILLIAMSON,,,,Enf,,238
01,49100120,,"THRALL OPERATING COMPANY, INC.",857150,DOLLINGER,01735,4A,1000,THRALL,WILLIAMSON,,,,Enf,,238
01,33100342,,"PRICE OPERATING, LLC",676856,"TUMLINSON, MAUDE, ET AL",03608,A4,930,MINERVA-ROCKDALE,MILAM,,,,Enf,,23
01,32500909,,MEDINA GAS COMPANY,558778,"SCHMIDT, CHESTER R.",064609,1,1675,MEDINA (900),MEDINA,,,,Enf,,289
06,20380248,2,"LONGLEAF PRODUCTION, LLC",508460,LODISKI-POWELL,02873,5,2387,LONGWOOD (GOODLAND LIME),HARRISON,272336,2020-09-04,681431,,,169
01,01331126,3,"SST ENERGY CO., LLC",810879,STOCKARD,10864,B1A,1591,SOMERSET,ATASCOSA,273296,2020-12-28,724818,,,42
01,01330316,3,"SST ENERGY CO., LLC",810879,STOCKARD,10864,B5,1550,SOMERSET,ATASCOSA,273296,2020-12-28,724818,,,42
01,01331227,3,"SST ENERGY CO., LLC",810879,STOCKARD,10864,B9,1597,SOMERSET,ATASCOSA,273296,2020-12-28,724818,,,42
01,01331228,3,"SST ENERGY CO., LLC",810879,STOCKARD,10864,B8,1600,SOMERSET,ATASCOSA,273296,2020-12-28,724818,,,42
08,37103250,3,LTS OIL & GAS,511745,SCHARFF & BLACKMON,04737,1,1800,PECOS VALLEY (HIGH GRAVITY),PECOS,,2020-12-18,724203,Enf,Rule 15,89
01,05533629,3,"HIGHER STANDARD OIL COMPANY,INC.",385715,TALLY UNIT,14786,3,1812,FENTRESS (1750),CALDWELL,274617,2019-10-17,537383,Enf,Rule 15,37
04,21532322,2,"SANTA RITA HOLDINGS, LLC",748244,AL-BTLT #1,12602,1,6400,JAVELINA (FRIO 5072),HIDALGO,274636,2021-03-04,749306,Enf,Rule 15,35
7B,20732357,3,LOW-END OIL LLC,510360,REAMES,28027,2,5110,LINDSAY BEA (CONGL),HASKELL,,2020-11-09,708819,Enf,,57
09,33733781,2H,"POLK OPERATING, LLC",669326,POLK KASHMIR SWD,30643,2,3868,MONTAGUE COUNTY REGULAR,MONTAGUE,274399,2021-03-25,756867,Enf,,28
08,37133836,2,"OIL-X CORP., THE",620220,IOWA REALTY TRUST -A-,27624,1,5960,PECOS VALLEY (FUSSELMAN),PECOS,,2020-12-17,724205,Enf,,299
03,07101017,3,"NEI PRODUCTION, INC.",603230,MAYES -B-,11526,1B,4327,LOST LAKE,CHAMBERS,,2020-08-13,670475,Enf,,116
01,12732961,2,"SEAGO PETROLEUM, INC.",761583,BOWMAN RANCH,12879,1,8200,THIRTEEN (AUSTIN),DIMMIT,,2020-11-20,713482,Enf,,310
10,42130263,3,"CRAIG, WOOD B OR MONROE, DIANNE",186540,CRAIG,100835,1,3325,TEXAS HUGOTON,SHERMAN,,2020-12-01,717790,Enf,Rule 15,68
02,02532931,3,GREAT TEXAS CRUDE INC.,328774,ROYAL,173189,2,3900,TYNAN (3600),BEE,,2020-10-27,704254,Enf,Rule 15,88
02,02532943,4,GREAT TEXAS CRUDE INC.,328774,DOUBLE SEVENS,174422,1,4900,TYNAN (3600),BEE,,2020-10-27,704120,Enf,Rule 15,88
02,02532904,3,GREAT TEXAS CRUDE INC.,328774,MIDWAY,170974,2,3900,TYNAN (3600),BEE,,2020-08-24,674572,Enf,Rule 15,88
09,09731442,2H,"PETRO INVEST ENERGY SERVICES,LLC",660028,M. BAYER,30695,30,1330,COOKE COUNTY REGULAR,COOKE,274356,2020-07-20,658877,,,39
09,09730420,2H,"PETRO INVEST ENERGY SERVICES,LLC",660028,M. BAYER,30695,3,783,COOKE COUNTY REGULAR,COOKE,274356,2020-05-04,624349,,,39
08,37101419,2,"O & O OPERATORS, LLC.",617028,FROMME -B-,05862,8,1530,SHEARER,PECOS,,2020-05-27,648116,,Rule 15,51
08,37104554,2H,"O & O OPERATORS, LLC.",617028,FROMME -B-,05862,4W,1500,SHEARER,PECOS,,2020-05-27,648116,,Rule 15,51
09,09731337,2H,"PETRO INVEST ENERGY SERVICES,LLC",660028,M. BAYER,30695,29,760,COOKE COUNTY REGULAR,COOKE,274356,2020-07-06,652555,,,39
09,09782683,2H,"PETRO INVEST ENERGY SERVICES,LLC",660028,M. BAYER,30695,24,1772,COOKE COUNTY REGULAR,COOKE,274356,2020-07-17,658228,,,39
09,09731449,2H,"PETRO INVEST ENERGY SERVICES,LLC",660028,M. BAYER,30695,31,814,COOKE COUNTY REGULAR,COOKE,274356,2020-07-06,652555,,,39
01,05533678,2,"MCMINN OPERATING COMPANY, INC.",554070,WATKINS-MERCER,10535,1,1471,FENTRESS (1750),CALDWELL,274359,2019-10-22,538879,,,91
08,37102521,2H,"DIAMOND M OIL CO., INC.",216899,BYRNE,04724,11,1800,PECOS VALLEY (HIGH GRAVITY),PECOS,,2020-11-20,715810,,,264
10,23383632,3,"DP WELL WORKS I, LLC",227785,DIAL,01254,6,3000,PANHANDLE HUTCHINSON COUNTY FLD.,HUTCHINSON,274659,2021-01-26,736478,,,46
10,23383639,3,"DP WELL WORKS I, LLC",227785,DIAL,01254,13,3000,PANHANDLE HUTCHINSON COUNTY FLD.,HUTCHINSON,274659,2021-01-26,736478,,,46
10,23383631,3,"DP WELL WORKS I, LLC",227785,DIAL,01254,5,3000,PANHANDLE HUTCHINSON COUNTY FLD.,HUTCHINSON,274659,2021-01-26,736478,,,46
10,23383636,3,"DP WELL WORKS I, LLC",227785,DIAL,01254,10,3000,PANHANDLE HUTCHINSON COUNTY FLD.,HUTCHINSON,274659,2021-01-26,736478,,,46
03,16731254,2H,"REEF EXPLORATION, L.P.",697952,HOUSTON FARMS,24426,1A,7335,LONGHORN RANCH (KENBEL SAND),GALVESTON,,2021-01-25,735759,,,50
08,37105563,2,"DIAMOND M OIL CO., INC.",216899,BYRNE,04724,14,1800,PECOS VALLEY (HIGH GRAVITY),PECOS,,2020-12-03,716706,,,264
10,23383628,3,"DP WELL WORKS I, LLC",227785,DIAL,01254,2,3000,PANHANDLE HUTCHINSON COUNTY FLD.,HUTCHINSON,274659,2021-01-26,736478,,,46
08,37133283,3,"MOLDER, TOM",574060,JOHN -A-,31984,3D,2160,MALICKY (QUEEN SAND),PECOS,,2020-12-07,718805,Enf,Rule 15,57
08,37101040,2,"MOLDER, TOM",574060,JEFFERIES ESTATE,04053,2,1805,MALICKY (QUEEN SAND),PECOS,,2020-12-07,718089,Enf,Rule 15,57
7B,41780811,2H,"ROCOSO RESOURCES, LLC",723569,MATTHEWS - 31,03339,65,1099,SHACKELFORD COUNTY REGULAR,SHACKELFORD,274936,2020-11-20,714030,Enf,Rule 15,41
7B,41733350,2H,"ROCOSO RESOURCES, LLC",723569,MATTHEWS - 31,03339,82,1100,SHACKELFORD COUNTY REGULAR,SHACKELFORD,274936,2020-11-20,714030,Enf,Rule 15,41
7B,41736314,3,"ROCOSO RESOURCES, LLC",723569,MATTHEWS - 31,03339,94,1132,SHACKELFORD COUNTY REGULAR,SHACKELFORD,274936,2020-11-19,713009,Enf,Rule 15,41
7B,41736324,2,"ROCOSO RESOURCES, LLC",723569,MATTHEWS - 31,03339,93,1226,SHACKELFORD COUNTY REGULAR,SHACKELFORD,274936,2020-11-19,713009,Enf,Rule 15,41
7B,41736102,2H,"ROCOSO RESOURCES, LLC",723569,MATTHEWS - 31,03339,91,1103,SHACKELFORD COUNTY REGULAR,SHACKELFORD,274936,2020-11-20,714030,Enf,Rule 15,41
7B,04935190,2,"TEJAS JACK SALES, INC.",841296,FITZGERALD,131988,5,986,M J R (MARBLE FALLS),BROWN,276356,2020-12-08,718868,Enf,Rule 15,49
7B,04935922,2H,"TEJAS JACK SALES, INC.",841296,FITZGERALD,249992,10,1179,BROWN COUNTY REGULAR,BROWN,276357,2020-12-15,721781,Enf,Rule 15,49
04,24932611,2,"PROGAS OPERATING, INC",681142,WENDLING,14001,5,4012,PREMONT (BARNSDALL SAND),JIM WELLS,275860,2021-03-24,756432,,Rule 15,15
02,28532620,3,"ACT OPERATING, INC.",003648,MCELROY,171747,1,3634,VIENNA (FRIO 3300),LAVACA,,2020-11-06,708731,Enf,,140
01,49332651,2,"CLEANTEX OILFIELD SERVICES, LLC",159374,SCREAMING EAGLE,16422,1H,6018,EAGLEVILLE (EAGLE FORD-1),WILSON,274781,2021-03-15,752772,Enf,,49
04,27332478,2,MODENA OPERATING LLC,573221,STATE TRACT 991-S,253855,1,12075,WILDCAT,KLEBERG,232401,2021-03-22,755371,Enf,,91
08,37180946,2H,"OILEX INT'L INVESTMENTS, INC.",620720,WHITE & BAKER -J-,07170,25WS,2016,WALKER,PECOS,,2020-12-16,722583,Enf,,266
8A,16583593,3,"ANTHONY, BOB G. INC.",026415,GRANBERRY,63820,1,11006,MARIANNA,GAINES,,2021-02-19,744317,Enf,,235
03,70400021,3,"CAPCO OFFSHORE OF TEXAS, INC.",130342,STATE TRACT 446L /NW./,040874,4U,8340,BRAZOS BLOCK 446 (-E- SD.),BRAZOS-LB,210217,2017-04-13,208044,Enf,,111
08,49532105,2H,"BYNG ENERGY GROUP, INC.",118732,SEALY SMITH -32A-,31636,1,9040,ARENOSO (STRAWN DETRITUS),WINKLER,275877,2020-04-17,617957,Enf,,26
08,37130723,3,"DIVERSIFIED O&G PROD. CO., INC.",220889,S.W.H. FARMS STATE,054172,2,4500,MARLAW (CLEAR FORK),PECOS,,2020-12-11,721051,Enf,,279
08,37130648,3,"DIVERSIFIED O&G PROD. CO., INC.",220889,SWH FARMS STATE,053142,1,4893,MARLAW (CLEAR FORK),PECOS,,2020-12-11,721059,Enf,,279
02,02532949,4,"APEX ENERGY, INC.",027424,MAY A,08618,5,4150,MAY RANCH (HOCKLEY),BEE,,2021-02-05,741241,Enf,,26
08,46102968,2,"SOL OIL CO., L.C.",801113,O NEAL SAN ANDRES UNIT,22190,21W,3998,MCELROY,UPTON,,2020-07-09,655411,Enf,,52
08,46102965,2,"SOL OIL CO., L.C.",801113,O NEAL SAN ANDRES UNIT,22190,18W,4006,MCELROY,UPTON,,2020-12-14,720978,Enf,,52
01,02980003,3,"JARVIS, ROY R.",430235,VON ORMY,000507,1,1177,VON ORMY (ANACHACHO LIME),BEXAR,,2016-12-21,168918,,,500
05,14530780,2H,"POLLEY, GARY R.",669815,POLLEY,03744,1,971,SATIN,FALLS,272436,2019-12-04,556044,,,61
10,23331269,3,CANADIAN RIVER TRADING CO II,128972,WHITTENBURG,04844,907,3500,PANHANDLE HUTCHINSON COUNTY FLD.,HUTCHINSON,269676,2020-09-24,690643,Enf,Rule 15,47
10,23331170,2,CANADIAN RIVER TRADING CO II,128972,WHITTENBURG,04844,1010,3300,PANHANDLE HUTCHINSON COUNTY FLD.,HUTCHINSON,269676,2020-09-24,690109,Enf,Rule 15,47
10,23331195,3,CANADIAN RIVER TRADING CO II,128972,WHITTENBURG,04844,208,3300,PANHANDLE HUTCHINSON COUNTY FLD.,HUTCHINSON,269676,2020-09-24,690109,Enf,Rule 15,47
10,23331383,2,CANADIAN RIVER TRADING CO II,128972,WHITTENBURG,04844,3309W,3225,PANHANDLE HUTCHINSON COUNTY FLD.,HUTCHINSON,269676,2020-09-25,691457,Enf,Rule 15,47
10,23331299,2,CANADIAN RIVER TRADING CO II,128972,WHITTENBURG,04844,2011,3300,PANHANDLE HUTCHINSON COUNTY FLD.,HUTCHINSON,269676,2020-09-24,690109,Enf,Rule 15,47
10,23331373,2,CANADIAN RIVER TRADING CO II,128972,WHITTENBURG,04844,1221,3350,PANHANDLE HUTCHINSON COUNTY FLD.,HUTCHINSON,269676,2020-09-24,690109,Enf,Rule 15,47
7B,04932458,4,"PETROLIA GROUP, L.L.C.",660810,"BROOKS, D.",154405,2,1320,BROWN COUNTY REGULAR,BROWN,,2019-10-03,531599,Enf,Rule 15,68
7B,04931466,4,"PETROLIA GROUP, L.L.C.",660810,"BROOKS, D.",154385,1,1696,BROWN COUNTY REGULAR,BROWN,,2020-10-29,705087,Enf,Rule 15,68
7B,04935021,4,"PETROLIA GROUP, L.L.C.",660810,"DAVIS, M.J.",128284,3,984,BROWN COUNTY REGULAR,BROWN,,2020-12-04,717245,Enf,Rule 15,68
7B,04932357,4,"REDWOOD OPERATING, INC.",697137,"HURLBUT, F. J.",147937,2,3420,BROWN COUNTY REGULAR,BROWN,,2016-09-23,142985,Enf,Rule 15,83
7B,04933248,3,"BROWN INDUSTRIAL GAS OP, INC.",100298,"LEACH, FRED M.",103515,2,2050,BROWN CO. REGULAR (MARBLE FALLS),BROWN,,2020-10-28,704812,Enf,Rule 15,52
7B,04930964,4,"BROWN INDUSTRIAL GAS OP, INC.",100298,"GROOMS, CLEO -B-",073814,1B,1736,BROWN CO. REGULAR (MARBLE FALLS),BROWN,,2020-02-13,585565,Enf,Rule 15,52
7B,04934871,4,"TEJAS JACK SALES, INC.",841296,"NEWSOM, MACK",125101,4,1050,BROWN CO. REGULAR (MARBLE FALLS),BROWN,,2020-11-16,711348,Enf,Rule 15,49
04,42732972,2,"MORNINGSTAR GAS, INC.",586679,"GUERRA, R. R. PARTNERSHIP, ET AL",171710,2,14150,BOB WEST (L-1-4),STARR,,2020-11-05,707911,Enf,,101
09,14331393,4,"ALARON ENERGY, INC.",010450,SHUFFIELD B,258586,1,3888,"NEWARK, EAST (BARNETT SHALE)",ERATH,,2020-10-28,704791,Enf,,26
09,07735184,2H,GENEPA PETROLEUM COMPANY,299369,STINE,32613,1,2801,CLAY COUNTY REGULAR,CLAY,269039,2020-05-15,630847,Enf,,18
06,44930210,2,"NBI SERVICES, INC.",601352,HOFFMAN-BANKHEAD UNIT,05844,113,3900,TRIX-LIZ (WOODBINE -D-),TITUS,269201,2021-03-29,758426,Enf,,25
7B,04935400,4,"R & D OPERATING, INC.",685874,"HAVENS, A. N. (SANDY)",26197,2,1656,BROWN COUNTY REGULAR,BROWN,,2020-06-10,643596,Enf,,35
7B,04933903,4,"R & D OPERATING, INC.",685874,"NICHOLS,SAMMY LEE",110336,1,1862,BROWN COUNTY REGULAR,BROWN,,2020-01-02,565827,Enf,,35
7B,04935366,4,"R & D OPERATING, INC.",685874,"HAVENS, A. N. (SANDY)",26197,1,1656,BROWN COUNTY REGULAR,BROWN,,2020-06-10,643596,Enf,,35
7B,04931595,4,"R & D OPERATING, INC.",685874,"BOYSEN, S F",082445,1A,1850,BROWN CO. REGULAR (MARBLE FALLS),BROWN,,2019-04-05,459891,Enf,,35
7B,04980446,4,"TPC EXPLORATION, LLC",863631,"GARLITZ, AUGUST",00191,1,2680,BROWN COUNTY REGULAR,BROWN,,2020-09-16,686048,,,182
7B,04980447,4,"TPC EXPLORATION, LLC",863631,"GARLITZ, AUGUST",00191,2,2680,BROWN COUNTY REGULAR,BROWN,,2020-09-16,686048,,,182
7B,04930323,4,"MOORE, GEORGE",579150,"MCCARY, H. R.",12095,1,1177,BROWN COUNTY REGULAR,BROWN,,2020-10-19,700868,,,500
01,33130021,4,"SHOREHAM OIL & GAS COMPANY, INC.",778499,"WOODS, RAY",04048,7A,3250,CHEROKEE (NAVARRO),MILAM,,2020-09-03,680599,Enf,,190
01,33132982,3,"SHOREHAM OIL & GAS COMPANY, INC.",778499,"WOODS, HENRY I",11393,1,3253,CHEROKEE (NAVARRO),MILAM,,2020-11-10,709483,Enf,,190
01,33180380,4,"SHOREHAM OIL & GAS COMPANY, INC.",778499,"WOODS, RAY",04048,5A,3070,CHEROKEE (NAVARRO),MILAM,,2020-09-03,680599,Enf,,190
7B,04935250,4,"BROWN INDUSTRIAL GAS OP, INC.",100298,"HUTCHISON, B.",137575,3,2285,JANELLEN (CADDO),BROWN,,2020-06-04,640692,Enf,Rule 15,52
7B,04933897,4,"BROWN INDUSTRIAL GAS OP, INC.",100298,"BENNIE, TERRY",115321,3,1265,JANELLEN (CADDO),BROWN,,2020-12-08,718796,Enf,Rule 15,52
7B,04900314,4,"BROWN INDUSTRIAL GAS OP, INC.",100298,"HORTON, T.G.",081816,1,1280,JANELLEN (CADDO),BROWN,,2020-12-08,718790,Enf,Rule 15,52
7B,04931890,4,"BROWN INDUSTRIAL GAS OP, INC.",100298,"RANKIN, B.J.",081805,3,1350,JANELLEN (CADDO),BROWN,,2020-10-29,705081,Enf,Rule 15,52
7B,04931892,4,"BROWN INDUSTRIAL GAS OP, INC.",100298,"HORTON, T.G.",082076,2,1400,JANELLEN (CADDO),BROWN,,2020-12-08,718797,Enf,Rule 15,52
7B,04931537,4,"R & D OPERATING, INC.",685874,"HARRISS, V. -A-",150225,2,2005,DOME (DUFFER),BROWN,,2020-11-03,706960,Enf,,35
8A,16900483,3,"LAVACA RIVER OPERATING CO., LLC",489720,"REED, J. S. """"D""""",61329,6,2560,DORWARD,GARZA,,2021-01-05,727304,Enf,,46
8A,16901865,2H,"LAVACA RIVER OPERATING CO., LLC",489720,"ROY, W. V.-MOBIL",61333,1W,2578,DORWARD,GARZA,,2021-02-26,747212,Enf,,46
8A,16900479,4,"LAVACA RIVER OPERATING CO., LLC",489720,"REED, J. S. """"D""""",61329,5,2579,DORWARD,GARZA,,2021-01-05,727304,Enf,,46
06,15930475,2,"VIA, JAMES R.",884916,TULLEY,12396,2,4457,TULLY (PALUXY),FRANKLIN,271893,2020-06-26,649481,,Rule 15,85
10,17902183,3,"PRODUCERS OPERATING CO., INC.",680540,ZUEB,04747,7,3180,PANHANDLE GRAY COUNTY FIELD,GRAY,,2019-02-12,439368,Enf,,101
05,22300112,2,"NBI SERVICES, INC.",601352,REYNOLDS,01095,3,4500,SULPHUR BLUFF,HOPKINS,271882,2021-02-22,744679,Enf,,25
05,22300110,2,"NBI SERVICES, INC.",601352,REYNOLDS,01095,1,4500,SULPHUR BLUFF,HOPKINS,271882,2021-02-22,744679,Enf,,25
05,22300113,2,"NBI SERVICES, INC.",601352,REYNOLDS,01095,4,4500,SULPHUR BLUFF,HOPKINS,271882,2021-02-22,744679,Enf,,25
05,22330439,3,"ALARON ENERGY, INC.",010450,HEDRICK,03365,1,6500,MITCHELL CREEK (RODESSA),HOPKINS,271892,2021-01-25,735741,Enf,,26
05,22330444,3,"ALARON ENERGY, INC.",010450,HEDRICK,03365,2,6500,MITCHELL CREEK (RODESSA),HOPKINS,271892,2021-01-25,735741,Enf,,26
09,00935179,3,MSB OPERATING,518696,COWAN-MCKINNEY -D-,20583,3,1522,ARCHER COUNTY REGULAR,ARCHER,272200,2019-10-10,534453,Enf,,38
09,00937270,2,MSB OPERATING,518696,COWAN-MCKINNEY -D-,20583,5,1981,ARCHER COUNTY REGULAR,ARCHER,272200,2019-10-10,534453,Enf,,38
09,00934718,2H,MSB OPERATING,518696,COWAN-MCKINNEY -D-,20583,1,1613,ARCHER COUNTY REGULAR,ARCHER,272200,2019-10-10,534453,Enf,,38
10,34130024,2H,PETRO HALEY,660062,SNEED,03633,5,3653,PANHANDLE MOORE COUNTY FIELD,MOORE,272381,2020-08-31,678235,Enf,Rule 15,54
